Title,Latitude,Longitude,Address,Category,Status,Completion Date,Storeys,Height in ft
Grand Park Village,43.6200376,-79.4946432,"10 Audley St, Toronto",Condo,Pre-Construction,0,32,0
"Shoppes on Scarlett, The",43.6668643,-79.4956514,"2650 St Clair Avenue W., Toronto","Office, Retail",Under Construction,0,2,0
23 Buckingham Street,43.6196514,-79.4963278,"23 Buckingham Street, Toronto",Residential,Pre-Construction,0,39,0
39 Newcastle,43.6177839,-79.497286,"39 Newcastle St, Toronto","Residential, Retail",Pre-Construction,0,36,0
On The GO Mimico Condos,43.6162487,-79.4982027,"327 Royal York Road, Toronto","Condo, Retail",Pre-Construction,"Late, 2017",27,246
Royal Q Towns ,43.6268538,-79.4996561,"689 The Queensway, Toronto","Residential, Retail",Pre-Construction,0,4,0
Qube Condos ,43.6258498,-79.5053387,"760 The Queensway, Toronto",Condo,Under Construction,2014,8,0
Kingsway Village Square,43.6487024,-79.5054528,"571 Prince Edward Drive, Toronto",Rental,Under Construction,2018,8,104
Kingsway Village Square,43.6487024,-79.5054528,"571 Prince Edward Drive, Toronto",Rental,Under Construction,2018,8,104
Kingsway Village Square,43.6487024,-79.5054528,"571 Prince Edward Drive, Toronto",Rental,Under Construction,2018,8,104
Kingsway Village Square,43.6487024,-79.5054528,"571 Prince Edward Drive, Toronto",Rental,Under Construction,2018,8,104
Queensway Park,43.6257389,-79.5058662,"784 The Queensway , Toronto","Condo, Retail",Pre-Construction,0,9,0
Radiance,43.6257389,-79.5058662,"7th Line and Webster Boulevard, Innisfil",Townhouse,Pre-Construction,"Summer, 2019",3,0
Rain Condos,43.6257389,-79.5058662,"70 Sheppard Rd, Oakville","Condo, Office, Retail",Under Construction,2014,21,0
4125 Dundas West,43.6617478,-79.5072349,"4125 Dundas Street West, Etobicoke","Rental, Residential",Pre-Construction,0,8,0
150 Eighth,43.60222671,-79.50733655,"150 Eighth Street, Etobicoke","Condo, Public Space",Pre-Construction,0,6,0
1695 Weston Road,43.69749221,-79.50944502,"1695 Weston Rd, Toronto","Residential, Retail",Pre-Construction,0,25,276
859 The Queensway,43.6242225,-79.51045842,"859 The Queensway, Toronto","Condo, Retail",Pre-Construction,0,14,171
Chalkfarm Redevelopment,43.7246784,-79.5104785,"200 Chalkfarm Drive, Toronto",Rental,Pre-Construction,0,36,0
3005 Bloor West,43.64718125,-79.51056461,"3005 Bloor Street West, Toronto","Condo, House, Retail",Pre-Construction,0,8,0
880 The Queensway,43.6246777,-79.5107427,"880 The Queensway, Etobicoke","Condo, Retail",Pre-Construction,0,8,0
4195 Dundas Street West ,43.66014567,-79.5113092,"4205 Dundas Street West, Etobicoke",Residential,Pre-Construction,0,8,107
293 The Kingsway,43.6473811,-79.5113328,"293 The Kingsway , Toronto","Condo, Rental",Pre-Construction,2020,8,0
293 The Kingsway,43.6473811,-79.5113328,"293 The Kingsway , Toronto","Condo, Rental",Pre-Construction,2020,8,0
"Humber, The (was The Riverstone Condos)",43.69752899,-79.51141179,"10 Wilby Crescent, Toronto",Rental,Pre-Construction,0,22,0
"Hive: Lofts on The Queensway, The",43.6245494,-79.5115292,"892 The Queensway, Etobicoke","Condo, Retail",Complete,0,6,0
Kingsway by the River,43.66029712,-79.51169076,"4210 Dundas Street West, Etobicoke","Condo, Retail, Townhouse",Pre-Construction,0,21,0
1C Richview Road,43.68539,-79.512581,"1 Richview Rd, Toronto",Rental,Pre-Construction,0,21,0
Brentwood Public Library,43.64739565,-79.51429173,"36 Brentwood Rd N, Etobicoke",Institutional,Complete,2012,3,0
Briar Hill City Towns,43.64739565,-79.51429173,"Briar Hill Avenue & Dufferin Street, Toronto","Condo, Retail, Townhouse",Pre-Construction,"Winter, 2018",4,43
1001 The Queensway,43.623171,-79.51525311,"1001 The Queensway, Toronto","Residential, Retail",Pre-Construction,0,17,0
YWCA Elm Centre,43.7051221,-79.5153282,"87 Elm Street, Toronto",Institutional,Complete,2012,17,0
Festival Tower and tiff Bell Lightbox,43.70423103,-79.51535313,"80 John Street , Toronto","Condo, Institutional",Complete,2011,42,515
2839 Jane Street,43.75127975,-79.51555771,"2839 Jane Street, Toronto","Condo, Retail",Pre-Construction,0,12,0
45 La Rose Avenue ,43.685994,-79.51580552,"45 La Rose Avenue, Toronto",Rental,Pre-Construction,0,7,93
TRCA Head Office,43.7695283,-79.5170396,"5 Shoreham Drive, Toronto","Institutional, Office",Pre-Construction,"Spring, 2021",4,0
West 22 at Weston Common,43.7018781,-79.5172657,"22 John Street, Toronto","Institutional, Public Space, Rental",Under Construction,2018,30,0
Humber College Lakeshore Campus: Welcome Centre,43.5976798,-79.5178341,"2 Colonel Samuel Smith Park Drive, Etobicoke",Institutional,Under Construction,0,4,0
1045 The Queensway,43.6225027,-79.5181378,"1045 The Queensway, Toronto","Condo, Retail",Pre-Construction,0,12,143
Westhaven On Islington Condos,43.6327659,-79.51869467,"1040 Islington Ave, Toronto",Townhouse,Pre-Construction,0,3,0
Humbertown Redevelopment,43.662297,-79.5195835,"270 The Kingsway, Etobicoke","Condo, Office, Public Space, Retail",Pre-Construction,0,21,0
TYSSE: Highway 407 Station,43.78020276,-79.52086263,"7241 Jane St, Vaughan",Public Space,Under Construction,"Late, 2017",0,0
TYSSE: Pioneer Village Station,43.78020276,-79.52086263,"Steeles Av W at NW Gate, Toronto",Public Space,Under Construction,"Late, 2017",1,39
TYSSE: York University Station,43.78020276,-79.52086263,"York Blvd at Ian Macdonald Blvd, Toronto",Public Space,Under Construction,"Late, 2017",0,0
1124 Islington,43.6382973,-79.5209675,"1124 Islington Avenue, Toronto",Townhouse,Pre-Construction,0,4,42
IQ Condos Phase 3,43.6203355,-79.5215526,"1 Caven St, Toronto",Condo,Pre-Construction,0,19,0
W Towns,43.70177608,-79.52173584,"2059 Weston Road, Toronto",Townhouse,Complete,2017,3,0
30 Zorra,43.6202273,-79.52178378,"30 Zorra Street, Toronto",Condo,Pre-Construction,0,35,373
Humber College Lakeshore Campus: Athletics Centre,43.5971774,-79.5221025,"3246 Lake Shore Boulevard West, Toronto",Institutional,Under Construction,0,3,0
1197 The Queensway,43.6215892,-79.5226455,"1197 The Queensway, Toronto","Condo, Retail",Pre-Construction,0,12,162
4000 Eglinton Avenue West,43.683594,-79.52280631,"4000 Eglinton Avenue West, Toronto","Condo, Retail",Pre-Construction,0,25,282
3429 Bloor Street West ,43.64394685,-79.52512565,"3429 Bloor Street West , Toronto ","Office, Residential, Retail",Pre-Construction,0,18,0
Islington Terrace,43.6469175,-79.525609,"64 Cordova Ave., Toronto",Condo,Under Construction,0,45,476
25 Mabelle,43.645635,-79.52660814,"25 Mabelle Ave, Toronto","Residential, Retail",Pre-Construction,0,55,0
Westwood Condominiums,43.6423721,-79.5273824,"8 Fieldway Rd, Etobicoke",Condo,Under Construction,"Winter, 2013",6,0
ConneXion,43.6423539,-79.5274933,"26 Fieldway Road, Etobicoke",Townhouse,Under Construction,0,0,0
12 Cordova,43.648241,-79.5275582,"12 Cordova Avenue, Toronto",Condo,Pre-Construction,0,27,270
KPMG Vaughan,43.7951408,-79.5286775,"100 New Park Pl., Vaughan","Office, Retail",Under Construction,2016,14,0
Vivid Condos,43.64396,-79.529488,"1 Michael Power Pl, Etobicoke",Condo,Under Construction,0,20,0
Icona Condos ,43.7924883,-79.5307602,"11 Interchange Way, Vaughan","Condo, Hotel, Retail",Pre-Construction,2022,55,572
2346 Weston,43.7058931,-79.5312742,"2346 Weston Road, Toronto",Rental,Pre-Construction,0,15,159
Evolution Condos,43.6450144,-79.5319315,"5101 Dundas St W, Etobicoke",Condo,Under Construction,2014,14,0
Exchange Condos at Concord CityPlace,43.6450144,-79.5319315,"Fort York Blvd and Queens Wharf, Toronto",Condo,Under Construction,"Mid, 2017",8,105
Vaughan Metropolitan Centre: Block 3,43.7901364,-79.5322637,"Commerce St, Vaughan","Condo, Public Space, Retail, Townhouse",Pre-Construction,0,50,0
Brownstones at Westown,43.734822,-79.5324364,"2277 Sheppard Ave West, Toronto",Townhouse,Pre-Construction,"November, 2015",4,0
Longhaven Towns,43.59367014,-79.53381405,"66 Long Branch Ave., Toronto",Townhouse,Pre-Construction,"Mid, 2020",4,0
Parc Nuvo at Essex,43.6390834,-79.5351736,"15 Viking Ln, Etobicoke",Condo,Complete,2012,36,0
5249 Dundas,43.6383351,-79.53696935,"3 Aukland Road, Toronto","Rental, Retail",Under Construction,0,40,442
Kipling Station Transit Hub,43.6375085,-79.5372884,"Subway Cr, Toronto",Transit,Under Construction,"Spring, 2020",2,0
"Kip District, The",43.6346627,-79.5410219,"5365 Dundas St W, Etobicoke","Condo, Public Space, Rental, Retail",Under Construction,0,28,295
Pinnacle Etobicoke,43.6345766,-79.5412721,"5415 Dundas Street West, Etobicoke","Condo, Office, Retail",Pre-Construction,0,56,568
Casa—Emery Village,43.7482889,-79.541426,"3415 Weston Rd, Toronto","Rental, Retail",Pre-Construction,0,30,297
5509 Dundas West,43.63170259,-79.54519431,"5509 Dundas St West, Toronto",Rental,Pre-Construction,0,12,0
B-Line Condos ,43.6014782,-79.5453369,"408 Brown's Line, Toronto ","Condo, Retail",Pre-Construction,0,6,0
2370 Finch West,43.75146526,-79.54584715,"2370 Finch Avenue West, Toronto","Condo, Residential",Pre-Construction,0,15,0
2376 Dundas West,43.75146526,-79.54584715,"2376 Dundas West, Toronto","Rental, Retail",Under Construction,2020,24,0
Richview Square,43.6794414,-79.5470293,"250 Wincott Dr, Toronto","Residential, Retail",Pre-Construction,0,22,0
Centro Square Condos & Shops,43.7896803,-79.5472471,"7777 Weston Road, Vaughan","Condo, Office, Retail",Under Construction,0,33,0
2200 Islington,43.711544,-79.553697,"2200 Islington Avenue, Toronto","Public Space, Retail",Pre-Construction,0,2,0
Cloverdale Mall Expansion,43.63171145,-79.55536901,"250 The East Mall, Toronto","Office, Retail",Pre-Construction,0,2,0
One Sherway,43.6090624,-79.556446,"Sherway Gate, Etobicoke ",Condo,Under Construction,2013,23,0
Sherway Gardens Expansion,43.61188875,-79.5567372,"25 The West Mall, Etobicoke",Retail,Under Construction,"Fall, 2016",2,0
Valhalla Town Square,43.6382763,-79.5574045,"2 Gibbs Road, Toronto","Condo, Office, Public Space, Rental, Retail, Townhouse",Pre-Construction,0,43,0
Valhalla Town Square,43.6382763,-79.5574045,"2 Gibbs Road, Toronto","Condo, Office, Public Space, Rental, Retail, Townhouse",Pre-Construction,0,43,0
1750 The Queensway,43.615022,-79.557413,"1750 The Queensway, Toronto","Condo, Hotel, Office, Retail",Pre-Construction,0,36,0
300 The East Mall,43.6372333,-79.55749924,"300 The East Mall, Toronto","Residential, Retail",Pre-Construction,0,40,427
One Valhalla Towns & Condos + Triumph Phase Three,43.6408605,-79.5601143,"1 Valhalla Inn Rd., Toronto","Condo, Townhouse",Complete,2016,35,0
Etobicoke Civic Centre,43.6359015,-79.5614887,"3745 Bloor St W, Etobicoke","Institutional, Public Space",Pre-Construction,0,0,0
West Village Etobicoke,43.64068095,-79.56234577,"6 Eva Rd, Etobicoke",Condo,Pre-Construction,0,16,0
Evermore at West Village,43.63973705,-79.56365378,"10 Eva Road, Toronto",Condo,Pre-Construction,0,28,0
555 The West Mall,43.65238875,-79.57035812,"555 The West Mall, Etobicoke",Rental,Pre-Construction,0,22,0
70 Dixfield,43.65601585,-79.57234725,"70 Dixfield Dr, Etobicoke","Rental, Residential, Townhouse",Pre-Construction,0,6,0
Cloud9 Condominiums,43.731659,-79.57859445,"60 Esther Lorrie Drive, Toronto",Condo,Under Construction,2015,12,0
Avenue on 7 Condominium,43.7828793,-79.5799547,"4800 Highway 7 W, Woodbridge",Condo,Pre-Construction,"Winter, 2017",9,0
Hyatt Place Airport Hotel,43.69023905,-79.58364816,"33 Carlson Ct, Toronto",Hotel,Pre-Construction,0,8,101
Albion District Library,43.7398714,-79.58480986,"1515 Albion Road, Toronto",Institutional,Complete,2017,1,0
Alexandra Park Revitalization,43.7398714,-79.58480986,"Vanauley Walk & Napanee Ct, Toronto","Co-op, Condo, Institutional, Public Space, Rental, Retail, Townhouse",Under Construction,0,0,0
25 International Blvd,43.67711363,-79.58935512,"25 International Blvd, Toronto",Hotel,Pre-Construction,0,7,0
CG Tower,43.7805315,-79.589533,"2900 Highway 7, Vaughan",Condo,Pre-Construction,0,60,0
CG Tower,43.7805315,-79.589533,"2900 Highway 7, Vaughan",Condo,Pre-Construction,0,60,0
Expo City: Expo 1 & 2,43.7805315,-79.589533,"2900 Highway 7, Vaughan","Condo, Retail",Under Construction,2014,37,0
407 Rexdale Blvd,43.7158706,-79.5907977,"407 Rexdale Blvd., Toronto","Hotel, Retail",Pre-Construction,0,7,0
41 Garfella Drive,43.7441065,-79.594317,"41 Garfella Drive, Toronto","Rental, Townhouse",Pre-Construction,0,11,0
